ID;RegioS;JongerDan5Jaar_4;k_5Tot10Jaar_5;k_10Tot15Jaar_6;k_15Tot20Jaar_7;k_20Tot25Jaar_8;k_25Tot45Jaar_9;k_45Tot65Jaar_10;k_65Tot80Jaar_11;k_80JaarOfOuder_12;ZeerSterkStedelijk_52;SterkStedelijk_53;MatigStedelijk_54;WeinigStedelijk_55;NietStedelijk_56;TotaalAantalBanen_112;ParticuliereHuishoudensExclStudenten_121;BedrijfsvestigingenTotaal_164;AfstandTotSchoolBasisonderwijs_216;AantalGroteSupermarktenBinnen3Km_223;AantalRestaurantsBinnen3Km_225
17235;GM0981;303;371;343;552;603;1756;3262;2031;653;0;1030;5210;1010;2630;     1.9;     4.7;640;     1.0;     3.2;    20.3
17261;GM0283;;;;;;;;;;;;;;;;;;;;
17287;GM0619;;;;;;;;;;;;;;;;;;;;
17313;GM0994;549;633;702;850;730;3097;5243;3421;1206;0;0;4000;3740;8690;     5.6;     7.7;1555;     0.9;     2.3;    46.4
17339;GM0720;;;;;;;;;;;;;;;;;;;;
17365;GM0858;1274;1366;1506;1741;1503;6374;9257;5670;1963;0;11790;12050;4800;2010;    11.0;    14.1;2895;     0.6;     6.7;    25.2
17391;GM0047;1187;1514;1506;1683;1336;5830;8380;4639;1433;0;3490;11660;7500;4870;    10.8;    12.4;1725;     0.9;     5.0;    13.8
17417;GM0345;3961;3971;4241;4383;3748;16065;17157;8704;2688;22010;25220;11960;5200;520;    30.8;    27.0;5280;     0.6;    10.5;    36.4
17443;GM0717;1075;1073;1149;1386;1018;4059;6434;4357;1316;0;0;0;6470;15390;     6.8;     9.3;2440;     0.7;     1.6;     9.0
17469;GM0860;;;;;;;;;;;;;;;;;;;;
17495;GM0861;2174;2309;2482;2699;2179;10285;13457;7045;2295;2200;25220;11880;3320;2310;    30.0;    19.4;3555;     0.7;     9.4;    27.1
17521;GM0453;3299;3396;3680;4484;3883;14785;20826;9800;3678;14470;30880;13600;7840;1030;    32.2;    30.2;5535;     0.6;     6.9;    28.5
17547;GM0454;;;;;;;;;;;;;;;;;;;;
17573;GM0983;4589;4936;5256;5707;5699;23740;29952;16037;5276;17220;36840;18530;18160;10440;    66.8;    46.3;7535;     0.6;    10.0;    38.9
17599;GM0984;1992;2131;2368;2906;2277;9637;13168;6918;1944;0;11410;11090;4790;16050;    35.8;    18.5;3410;     0.9;     5.5;    14.0
17625;GM0862;;;;;;;;;;;;;;;;;;;;
17651;GM0620;1052;1103;1213;1262;1033;4602;5661;3192;849;0;0;9360;6440;4170;    11.7;     8.3;1930;     0.6;     3.2;     8.9
17677;GM0863;;;;;;;;;;;;;;;;;;;;
17703;GM1961;;;;;;;;;;;;;;;;;;;;
17729;GM0622;3951;3893;3683;3848;4082;17862;19489;11055;4187;46150;21540;3740;540;90;    20.6;    33.7;4515;     0.6;    12.1;    35.0
17755;GM0048;;;;;;;;;;;;;;;;;;;;
17781;GM0132;;;;;;;;;;;;;;;;;;;;
17807;GM0347;;;;;;;;;;;;;;;;;;;;
17833;GM0096;32;35;60;55;102;262;377;164;45;0;0;0;0;1130;     0.6;     0.6;185;     0.7;     3.0;     9.9
17859;GM0864;;;;;;;;;;;;;;;;;;;;
17885;GM0718;1975;2248;2297;2402;2699;10268;12481;7590;2525;8480;22210;10810;2360;630;    17.2;    21.4;2540;     0.7;     7.0;    24.4
17911;GM0623;;;;;;;;;;;;;;;;;;;;
17937;GM0986;543;543;590;687;500;2322;3943;2502;760;0;0;0;6170;6220;     1.9;     5.5;980;     0.9;     2.3;     6.6
17963;GM0624;;;;;;;;;;;;;;;;;;;;
17989;GM0625;;;;;;;;;;;;;;;;;;;;
18015;GM0626;1357;1556;1622;1517;1133;5256;7167;4169;1676;1500;15190;7500;990;280;     5.2;    11.0;2020;     0.6;     7.4;    29.5
18041;GM0285;1161;1273;1382;1525;1151;4612;7593;4241;1372;0;0;6180;4860;13270;    10.1;     9.9;2335;     0.9;     2.5;     6.7
18067;GM0286;;;;;;;;;;;;;;;;;;;;
18093;GM0133;;;;;;;;;;;;;;;;;;;;
18119;GM0186;;;;;;;;;;;;;;;;;;;;
18145;GM0865;1421;1602;1522;1565;1171;5904;7863;3866;1504;0;8320;10570;5090;2430;    12.2;    11.0;2830;     0.8;     4.8;    25.3
18171;GM1949;2145;2465;2900;3018;2236;9644;13964;7600;2129;0;740;4670;7750;32950;    13.2;    20.0;3830;     0.8;     2.2;     3.0
18197;GM0866;831;1004;1001;1090;670;3396;4999;2897;1187;0;0;2890;12230;1960;     4.1;     7.3;1650;     0.8;     3.3;    15.1
18223;GM0867;2359;2468;2567;2755;2344;11628;13671;7656;2277;0;16650;12010;13900;5170;    29.5;    21.1;4685;     0.6;     6.9;    25.7
18249;GM0627;1642;1549;1582;1652;1535;6660;7483;4145;1330;0;16750;4330;5430;1070;    11.6;    11.5;2445;     0.7;     9.0;    20.9
18275;GM0289;1489;1644;1694;2411;6201;10191;8652;4435;1695;10870;14910;6230;3730;2670;    18.7;    15.1;2665;     0.6;     8.1;    37.9
18301;GM0628;;;;;;;;;;;;;;;;;;;;
18327;GM0291;;;;;;;;;;;;;;;;;;;;
18353;GM0869;;;;;;;;;;;;;;;;;;;;
18379;GM0629;1103;1542;1860;1869;992;4312;7788;4547;2071;1260;12450;4760;2200;5410;     7.3;    11.1;2625;     0.8;     4.1;    22.5
18405;GM0630;;;;;;;;;;;;;;;;;;;;
18431;GM0852;802;926;1034;1004;783;3224;5350;3207;929;0;0;5740;3660;7860;     3.3;     7.4;1860;     0.7;     1.2;     8.0
18457;GM0188;;;;;;;;;;;;;;;;;;;;
18483;GM0988;2256;2351;2555;2941;2693;11010;14817;8520;2712;2170;15230;12880;11810;7770;    24.8;    22.1;4145;     0.7;     7.7;    29.3
18509;GM0457;1063;1080;1012;992;861;4763;5583;2789;1004;0;14460;2000;1930;760;     9.1;     8.8;2170;     0.8;     4.6;    23.5
18535;GM0292;;;;;;;;;;;;;;;;;;;;
18561;GM0870;1463;1666;1685;1764;1492;6053;7589;4106;1161;0;0;5310;9410;12260;     8.8;    10.7;2800;     0.8;     1.8;     3.9
18587;GM0459;;;;;;;;;;;;;;;;;;;;
18613;GM1960;;;;;;;;;;;;;;;;;;;;
18639;GM0668;832;937;1012;1194;926;3901;6217;3049;823;0;0;0;5670;13220;     5.1;     8.0;2135;     0.8;     1.8;     3.8
18665;GM0134;;;;;;;;;;;;;;;;;;;;
18691;GM0871;;;;;;;;;;;;;;;;;;;;
18717;GM0558;;;;;;;;;;;;;;;;;;;;
18743;GM1969;;;;;;;;;;;;;;;;;;;;
18769;GM0725;;;;;;;;;;;;;;;;;;;;
18795;GM1701;732;783;1065;1143;706;3273;6185;3965;1300;0;0;0;0;19150;     7.3;     8.4;1995;     1.4;     0.8;     4.2
18821;GM0293;712;759;812;863;780;3382;4976;2179;552;0;1350;10750;2810;110;     2.1;     6.6;940;     0.6;     4.4;     7.1
18847;GM1950;931;1177;1255;1407;1020;4532;7874;4951;1537;0;0;0;4740;19940;     7.2;    11.1;2025;     1.2;     1.8;     3.3
18873;GM0726;;;;;;;;;;;;;;;;;;;;
18899;GM1783;5504;6037;6304;6610;6794;25852;30167;15437;4787;9540;42270;21550;24870;9260;    75.0;    44.9;12220;     0.7;     5.4;    13.8
18925;GM0098;1186;1311;1429;1607;1220;5324;7708;4375;1560;0;910;7010;4360;13450;     6.7;    11.2;2470;     0.8;     2.9;     6.3
18951;GM0614;536;652;754;864;635;2558;4730;2785;994;0;0;0;10620;3890;     3.1;     6.5;1455;     0.9;     1.5;     8.9
18977;GM0189;1324;1408;1582;1611;1249;5322;6812;3801;1149;0;0;4650;13570;6040;     7.2;     9.4;2205;     0.9;     3.9;     8.1
19003;GM0462;;;;;;;;;;;;;;;;;;;;
19029;GM0463;;;;;;;;;;;;;;;;;;;;
19055;GM0296;1816;2189;2541;2687;1969;8691;12685;6562;1707;0;13510;10420;9370;7540;    15.7;    17.4;3535;     0.8;     6.2;    15.8
19081;GM1696;1018;1236;1407;1499;960;4290;7629;4305;1315;0;10;3160;10960;9540;     6.7;    10.3;3345;     0.8;     2.4;     7.5
19107;GM0190;;;;;;;;;;;;;;;;;;;;
19133;GM0135;;;;;;;;;;;;;;;;;;;;
19159;GM0352;1234;1267;1418;1603;1143;4921;7706;3583;803;0;5440;10180;2170;5900;     5.9;     9.9;2260;     0.7;     4.3;    13.4
19185;GM0872;;;;;;;;;;;;;;;;;;;;
19211;GM0052;;;;;;;;;;;;;;;;;;;;
19237;GM0053;603;818;901;933;565;2600;4155;2354;631;0;0;0;6010;7550;     2.4;     5.8;1065;     0.8;     1.8;     2.6
19263;GM0294;1232;1416;1795;1823;1472;6023;8765;4836;1625;0;9770;8910;4190;6110;    12.4;    12.5;2535;     0.8;     9.4;    22.3
19289;GM0295;;;;;;;;;;;;;;;;;;;;
19315;GM0990;;;;;;;;;;;;;;;;;;;;
19341;GM0873;933;1020;1092;1336;1024;4487;6733;4102;1073;0;0;4680;12080;5030;     8.8;     9.4;1715;     0.7;     3.0;     9.0
19367;GM0632;2843;3215;3388;3560;2554;12056;14752;7279;2111;1770;16980;12120;13100;7790;    25.3;    21.4;5295;     0.6;     4.8;    23.4
19393;GM0466;;;;;;;;;;;;;;;;;;;;
19419;GM1690;1070;1155;1375;1692;1104;4428;7557;4076;1460;0;0;0;4130;19790;     5.9;    10.0;2610;     1.2;     1.0;     3.7
19445;GM0880;649;763;900;1095;885;3029;5050;2785;839;0;9220;1920;1050;3810;     4.0;     6.9;1415;     0.8;     4.7;    19.8
19471;GM0351;841;869;898;921;702;2936;3427;1810;617;0;0;6010;5540;1470;     4.5;     5.0;1190;     0.7;     3.2;     4.3
19497;GM0874;755;791;951;927;704;3256;4331;2267;652;0;0;0;3630;11010;     5.3;     6.0;1500;     0.7;     2.0;     4.1
19523;GM0875;;;;;;;;;;;;;;;;;;;;
19549;GM0710;;;;;;;;;;;;;;;;;;;;
19575;GM0683;;;;;;;;;;;;;;;;;;;;
19601;GM0479;8540;8610;8829;9247;8649;39675;43535;21408;6372;37960;72170;22730;14190;7810;    57.6;    68.8;12795;     0.7;    10.0;    29.5
19627;GM0297;1647;1746;1943;1979;1612;6394;7760;3841;1092;0;2600;6110;3440;15870;    16.4;    11.1;3090;     0.7;     2.5;     9.3
19653;GM0473;677;738;810;834;748;3528;5275;3339;1021;3860;8570;1350;1710;1490;     4.1;     8.3;1925;     0.8;     3.8;    56.7
19679;GM0707;893;872;852;941;831;3170;3828;2000;617;0;0;0;750;13260;     5.2;     5.4;1530;     0.8;     0.8;     2.1
19705;GM0478;;;;;;;;;;;;;;;;;;;;
19731;GM0050;1178;1345;1609;1769;1423;5389;6953;2159;582;0;0;10010;9130;3260;     9.9;     9.1;2490;     1.2;     4.9;     8.2
19757;GM0355;3548;3695;3915;4050;3448;14404;17230;9379;3653;9210;27720;9890;10110;6390;    32.5;    27.3;6240;     0.7;     9.3;    42.0
19783;GM0298;;;;;;;;;;;;;;;;;;;;
19809;GM0299;1939;2161;2367;2503;2055;9228;12944;7981;2224;1440;11460;6350;7510;16650;    15.4;    19.4;3315;     0.9;     4.0;    15.1
19835;GM0878;;;;;;;;;;;;;;;;;;;;
19861;GM1666;;;;;;;;;;;;;;;;;;;;
19887;GM0732;;;;;;;;;;;;;;;;;;;;
19913;GM0476;;;;;;;;;;;;;;;;;;;;
19939;GM0637;6721;7417;7129;7484;6988;30686;35940;17747;4583;52020;57970;11190;3340;180;    50.2;    55.1;8665;     0.6;     9.0;    40.3
19965;GM0638;382;440;464;555;478;1741;2676;1315;379;0;990;1130;4860;1450;     7.3;     3.4;880;     0.7;     2.1;     6.8
19991;GM0056;1101;1253;1274;1292;848;4063;5352;2963;771;0;0;0;6790;12130;     3.9;     7.6;1525;     1.0;     1.9;     3.9
20017;GM0136;;;;;;;;;;;;;;;;;;;;
20043;GM1892;2376;2492;2564;2799;2263;9329;12498;5839;1722;0;13470;12060;12840;3510;    15.3;    16.9;4210;     0.9;     3.0;     7.5
20069;GM0137;;;;;;;;;;;;;;;;;;;;
20095;GM0879;919;948;985;1264;1218;4624;6939;3435;1193;0;0;2590;9370;9560;     7.3;     9.3;2255;     1.2;     2.6;     8.7
20121;GM0301;1994;2524;3026;3172;2292;10304;14363;7701;2161;5860;15750;16280;6900;2750;    19.2;    21.6;3640;     0.6;     9.0;    32.1
20147;GM1896;1436;1610;1633;1689;1378;5381;5641;2915;785;0;0;2410;16370;3690;    11.0;     8.4;1970;     0.6;     2.1;     4.8
20173;GM0192;;;;;;;;;;;;;;;;;;;;
20199;GM0138;;;;;;;;;;;;;;;;;;;;
20225;GM0642;2372;2486;2470;2539;2382;10412;12009;7225;2691;15400;19560;3910;5070;660;    19.1;    19.9;3365;     0.5;     8.6;    25.2
20251;GM0193;7331;7864;7593;7608;8468;35798;32154;14508;4792;31650;50720;24120;14460;5170;   104.0;    55.8;9905;     0.6;    10.7;    51.9
