"ID";"RegioS";"Perioden";"Bevolkingsgroei_79";"Woningdichtheid_93";"GemiddeldeWoningwaarde_99";"ParticuliereHuishoudensExclStudenten_122";"Werkloosheid_155";"AantalHuisartsenpraktijkenBinnen3Km_210";"AfstandTotOpenbaarGroen_231";"AfstandTotOpritHoofdverkeersweg_232";"AfstandTotTreinstation_233"
"13647";"GM0431";"2018JJ00";"      22";"     355";"     284";"    50.2";"     140";"     2.5";"       .";"     1.3";"     5.7"
"13673";"GM0176";"2018JJ00";"";"";"";"";"";"";"";"";""
"13699";"GM0432";"2018JJ00";"     253";"     114";"     239";"    46.5";"     130";"     2.4";"       .";"     1.2";"     5.5"
"13725";"GM0086";"2018JJ00";"     -30";"      58";"     212";"    42.9";"     440";"     1.1";"       .";"     1.9";"    16.8"
"13751";"GM0828";"2018JJ00";"     500";"     242";"     218";"    43.5";"    1470";"     5.6";"       .";"     2.0";"     2.8"
"13777";"GM0829";"2018JJ00";"";"";"";"";"";"";"";"";""
"13803";"GM0831";"2018JJ00";"";"";"";"";"";"";"";"";""
"13829";"GM0584";"2018JJ00";"     102";"     544";"     234";"    48.3";"     280";"     2.5";"       .";"     1.3";"    15.6"
"13855";"GM1509";"2018JJ00";"     -47";"     127";"     198";"    41.0";"     450";"     3.6";"       .";"     1.2";"     4.0"
"13881";"GM0830";"2018JJ00";"";"";"";"";"";"";"";"";""
"13907";"GM0437";"2018JJ00";"     420";"     245";"     358";"    54.0";"     260";"     3.2";"       .";"     1.4";"     3.7"
"13933";"GM0644";"2018JJ00";"";"";"";"";"";"";"";"";""
"13959";"GM0589";"2018JJ00";"      21";"     111";"     287";"    50.5";"      90";"     2.6";"       .";"     1.3";"    10.3"
"13985";"GM1734";"2018JJ00";"      62";"     178";"     235";"    46.9";"     620";"     3.3";"       .";"     1.2";"     2.8"
"14011";"GM0590";"2018JJ00";"      26";"    1522";"     204";"    44.3";"     390";"     4.8";"       .";"     1.6";"     4.1"
"14037";"GM1894";"2018JJ00";"      -1";"     114";"     234";"    45.1";"     690";"     1.1";"       .";"     0.9";"     9.2"
"14063";"GM0124";"2018JJ00";"";"";"";"";"";"";"";"";""
"14089";"GM0765";"2018JJ00";"     -31";"     117";"     127";"    35.4";"     200";"     1.6";"       .";"     1.3";"     6.9"
"14115";"GM0594";"2018JJ00";"";"";"";"";"";"";"";"";""
"14141";"GM1926";"2018JJ00";"     697";"     561";"     290";"    54.1";"     560";"     6.0";"       .";"     1.8";"     4.4"
"14167";"GM0832";"2018JJ00";"";"";"";"";"";"";"";"";""
"14193";"GM0439";"2018JJ00";"     134";"    1544";"     209";"    42.0";"    1230";"     8.9";"       .";"     1.7";"     1.9"
"14219";"GM0833";"2018JJ00";"";"";"";"";"";"";"";"";""
"14245";"GM0273";"2018JJ00";"    -115";"     113";"     312";"    48.4";"     200";"     4.1";"       .";"     0.8";"     3.0"
"14271";"GM0177";"2018JJ00";"     353";"      91";"     233";"    44.4";"     460";"     1.8";"       .";"     1.3";"     3.3"
"14297";"GM0834";"2018JJ00";"";"";"";"";"";"";"";"";""
"14323";"GM0835";"2018JJ00";"";"";"";"";"";"";"";"";""
"14349";"GM0595";"2018JJ00";"";"";"";"";"";"";"";"";""
"14375";"GM1661";"2018JJ00";"";"";"";"";"";"";"";"";""
"14401";"GM0703";"2018JJ00";"     123";"      89";"     195";"    43.2";"     280";"     1.2";"       .";"     1.1";"     3.0"
"14427";"GM0274";"2018JJ00";"     -36";"     321";"     259";"    45.9";"     420";"     2.8";"       .";"     1.2";"     3.7"
"14453";"GM0339";"2018JJ00";"      84";"     109";"     288";"       .";"      30";"     1.0";"       .";"     0.7";"     4.6"
"14479";"GM0836";"2018JJ00";"";"";"";"";"";"";"";"";""
"14505";"GM1667";"2018JJ00";"      20";"      69";"     271";"    47.8";"     160";"     2.2";"       .";"     0.9";"    23.6"
"14531";"GM0275";"2018JJ00";"     113";"     258";"     210";"    40.7";"     610";"     2.5";"       .";"     0.8";"     1.3"
"14557";"GM0340";"2018JJ00";"     188";"     191";"     265";"    46.4";"     230";"     1.9";"       .";"     0.6";"     2.6"
"14583";"GM0597";"2018JJ00";"     452";"     886";"     195";"    42.0";"     650";"     6.9";"       .";"     2.1";"     5.3"
"14609";"GM0837";"2018JJ00";"";"";"";"";"";"";"";"";""
"14635";"GM0602";"2018JJ00";"";"";"";"";"";"";"";"";""
"14661";"GM0196";"2018JJ00";"";"";"";"";"";"";"";"";""
"14687";"GM1672";"2018JJ00";"";"";"";"";"";"";"";"";""
"14713";"GM0841";"2018JJ00";"";"";"";"";"";"";"";"";""
"14739";"GM0178";"2018JJ00";"";"";"";"";"";"";"";"";""
"14765";"GM1742";"2018JJ00";"     203";"     155";"     228";"    47.5";"     360";"     3.8";"       .";"     1.4";"     1.7"
"14791";"GM0603";"2018JJ00";"    1259";"    1879";"     201";"    41.2";"     840";"    21.9";"       .";"     1.6";"     1.8"
"14817";"GM0125";"2018JJ00";"";"";"";"";"";"";"";"";""
"14843";"GM1669";"2018JJ00";"    -113";"     107";"     209";"    42.6";"     270";"     1.3";"       .";"     1.5";"     7.9"
"14869";"GM0957";"2018JJ00";"     448";"     449";"     185";"    38.5";"    1010";"     5.8";"       .";"     1.7";"     2.1"
"14895";"GM1670";"2018JJ00";"";"";"";"";"";"";"";"";""
"14921";"GM0126";"2018JJ00";"";"";"";"";"";"";"";"";""
"14947";"GM0736";"2018JJ00";"     439";"     182";"     322";"    53.5";"     620";"     3.9";"       .";"     1.6";"     8.8"
"14973";"GM1674";"2018JJ00";"      32";"     330";"     207";"    41.0";"    1300";"     7.8";"       .";"     1.6";"     3.2"
"14999";"GM0838";"2018JJ00";"";"";"";"";"";"";"";"";""
"15025";"GM0839";"2018JJ00";"";"";"";"";"";"";"";"";""
"15051";"GM0276";"2018JJ00";"";"";"";"";"";"";"";"";""
"15077";"GM0599";"2018JJ00";"    5906";"    1431";"     166";"    36.7";"   10940";"    21.8";"       .";"     2.1";"     3.4"
"15103";"GM0600";"2018JJ00";"";"";"";"";"";"";"";"";""
"15129";"GM0277";"2018JJ00";"      79";"      24";"     469";"       .";"      20";"     4.2";"       .";"     0.4";"     2.2"
"15155";"GM0840";"2018JJ00";"     171";"     149";"     244";"    43.2";"     280";"     1.9";"       .";"     1.9";"     6.4"
"15181";"GM0127";"2018JJ00";"";"";"";"";"";"";"";"";""
"15207";"GM0128";"2018JJ00";"";"";"";"";"";"";"";"";""
"15233";"GM0278";"2018JJ00";"";"";"";"";"";"";"";"";""
"15259";"GM0704";"2018JJ00";"";"";"";"";"";"";"";"";""
"15285";"GM0604";"2018JJ00";"";"";"";"";"";"";"";"";""
"15311";"GM0441";"2018JJ00";"     174";"     119";"     231";"    44.6";"     520";"     2.4";"       .";"     1.3";"     5.6"
"15337";"GM0039";"2018JJ00";"";"";"";"";"";"";"";"";""
"15363";"GM0458";"2018JJ00";"";"";"";"";"";"";"";"";""
"15389";"GM0279";"2018JJ00";"     122";"     284";"     260";"    46.8";"      90";"     2.9";"       .";"     0.8";"     8.3"
"15415";"GM0606";"2018JJ00";"      92";"    2071";"     156";"    37.8";"    1500";"     9.2";"       .";"     1.6";"     2.6"
"15441";"GM0088";"2018JJ00";"       4";"      14";"     247";"       .";"      20";"     1.0";"       .";"    15.6";"    39.1"
"15467";"GM0844";"2018JJ00";"";"";"";"";"";"";"";"";""
"15493";"GM0962";"2018JJ00";"    -153";"     247";"     202";"    44.7";"     160";"     4.9";"       .";"     1.4";"     2.9"
"15519";"GM0607";"2018JJ00";"";"";"";"";"";"";"";"";""
"15545";"GM0129";"2018JJ00";"";"";"";"";"";"";"";"";""
"15571";"GM0608";"2018JJ00";"";"";"";"";"";"";"";"";""
"15597";"GM0444";"2018JJ00";"";"";"";"";"";"";"";"";""
"15623";"GM1676";"2018JJ00";"      92";"      73";"     235";"    43.8";"     370";"     1.0";"       .";"     1.2";"    27.1"
"15649";"GM0964";"2018JJ00";"";"";"";"";"";"";"";"";""
"15675";"GM0965";"2018JJ00";"     -45";"     325";"     171";"    40.6";"     130";"     1.7";"       .";"     1.9";"     8.4"
"15701";"GM1702";"2018JJ00";"      29";"      48";"       .";"    48.2";"     140";"     1.5";"       .";"     1.7";"     8.1"
"15727";"GM0845";"2018JJ00";"     318";"     205";"     299";"    50.9";"     390";"     1.9";"       .";"     1.7";"     6.1"
"15753";"GM0846";"2018JJ00";"";"";"";"";"";"";"";"";""
"15779";"GM0968";"2018JJ00";"";"";"";"";"";"";"";"";""
"15805";"GM1883";"2018JJ00";"    -295";"     587";"     165";"    38.8";"    1360";"     6.3";"       .";"     1.9";"     2.6"
"15831";"GM0051";"2018JJ00";"";"";"";"";"";"";"";"";""
"15857";"GM0130";"2018JJ00";"";"";"";"";"";"";"";"";""
"15883";"GM0610";"2018JJ00";"       6";"     845";"     187";"    42.5";"     240";"     7.3";"       .";"     1.7";"     1.7"
"15909";"GM0040";"2018JJ00";"";"";"";"";"";"";"";"";""
"15935";"GM1714";"2018JJ00";"    -140";"      50";"     195";"    40.2";"     260";"     0.8";"       .";"     1.4";"    50.7"
"15961";"GM1698";"2018JJ00";"";"";"";"";"";"";"";"";""
"15987";"GM0090";"2018JJ00";"      49";"     217";"     170";"    39.0";"     910";"     8.6";"       .";"     2.3";"    18.3"
"16013";"GM0131";"2018JJ00";"";"";"";"";"";"";"";"";""
"16039";"GM0091";"2018JJ00";"";"";"";"";"";"";"";"";""
"16065";"GM0342";"2018JJ00";"     105";"     443";"     291";"    48.4";"     640";"     6.1";"       .";"     1.6";"     2.1"
"16091";"GM0847";"2018JJ00";"     202";"      99";"       .";"    45.5";"     280";"     1.8";"       .";"     2.0";"    10.4"
"16117";"GM0848";"2018JJ00";"     151";"     272";"     303";"    51.9";"     230";"     1.9";"       .";"     2.5";"     8.8"
"16143";"GM0612";"2018JJ00";"";"";"";"";"";"";"";"";""
"16169";"GM0849";"2018JJ00";"";"";"";"";"";"";"";"";""
"16195";"GM1691";"2018JJ00";"";"";"";"";"";"";"";"";""
"16221";"GM0179";"2018JJ00";"";"";"";"";"";"";"";"";""
"16247";"GM0037";"2018JJ00";"    -469";"     130";"     149";"    36.5";"     500";"     2.4";"       .";"     1.3";"    18.5"
"16273";"GM0850";"2018JJ00";"";"";"";"";"";"";"";"";""
"16299";"GM0180";"2018JJ00";"     206";"      44";"     252";"    49.1";"     100";"     0.9";"       .";"     2.0";"     8.1"
"16325";"GM0532";"2018JJ00";"      36";"     629";"     206";"    43.1";"     270";"     5.9";"       .";"     1.0";"     1.4"
"16351";"GM0851";"2018JJ00";"     273";"      70";"     207";"    40.4";"     390";"     2.2";"       .";"     2.7";"    13.1"
"16377";"GM0280";"2018JJ00";"";"";"";"";"";"";"";"";""
"16403";"GM0181";"2018JJ00";"";"";"";"";"";"";"";"";""
"16429";"GM1708";"2018JJ00";"     172";"      69";"     200";"    40.8";"     730";"     1.6";"       .";"     1.3";"     7.4"
"16455";"GM0971";"2018JJ00";"     -26";"     555";"     194";"    41.7";"     370";"     5.1";"       .";"     1.4";"     3.5"
"16481";"GM1904";"2018JJ00";"    -177";"     293";"     298";"    51.3";"    1000";"     5.2";"       .";"     1.6";"     3.1"
"16507";"GM0973";"2018JJ00";"";"";"";"";"";"";"";"";""
"16533";"GM0617";"2018JJ00";"     -17";"      78";"     218";"    46.4";"      90";"     2.5";"       .";"     2.2";"    14.2"
"16559";"GM1900";"2018JJ00";"     116";"      80";"     189";"    40.7";"    1330";"     2.7";"       .";"     2.1";"     5.2"
"16585";"GM0974";"2018JJ00";"";"";"";"";"";"";"";"";""
"16611";"GM0975";"2018JJ00";"";"";"";"";"";"";"";"";""
"16637";"GM0976";"2018JJ00";"";"";"";"";"";"";"";"";""
"16663";"GM0853";"2018JJ00";"";"";"";"";"";"";"";"";""
"16689";"GM0715";"2018JJ00";"     149";"     107";"     165";"    40.1";"     620";"     2.2";"       .";"     2.1";"    33.3"
"16715";"GM0093";"2018JJ00";"     -16";"      27";"     309";"       .";"      60";"     0.8";"       .";"    37.6";"    36.2"
"16741";"GM0854";"2018JJ00";"";"";"";"";"";"";"";"";""
"16767";"GM0448";"2018JJ00";"     -37";"      40";"     279";"    41.7";"     190";"     1.6";"       .";"     3.4";"    16.2"
"16793";"GM1525";"2018JJ00";"     477";"     547";"     297";"    52.0";"     480";"     5.8";"       .";"     1.1";"     1.7"
"16819";"GM0716";"2018JJ00";"     197";"      73";"     188";"    42.9";"     280";"     1.4";"       .";"     1.0";"    16.3"
"16845";"GM0977";"2018JJ00";"";"";"";"";"";"";"";"";""
"16871";"GM0281";"2018JJ00";"     513";"     544";"     198";"    41.1";"     660";"     4.0";"       .";"     1.9";"     1.7"
"16897";"GM0855";"2018JJ00";"    1738";"     840";"     193";"    38.5";"    3650";"    12.2";"       .";"     2.9";"     2.5"
"16923";"GM0183";"2018JJ00";"      63";"      58";"     257";"    49.1";"     220";"     1.3";"       .";"     1.2";"    11.1"
"16949";"GM1700";"2018JJ00";"    -111";"     129";"     206";"    42.9";"     410";"     2.8";"       .";"     1.3";"     2.8"
"16975";"GM1730";"2018JJ00";"     236";"      99";"     256";"    47.9";"     490";"     3.1";"       .";"     2.5";"     8.8"
"17001";"GM0737";"2018JJ00";"     -90";"      93";"     192";"    41.9";"     480";"     1.0";"       .";"     1.7";"     5.3"
"17027";"GM0282";"2018JJ00";"";"";"";"";"";"";"";"";""
"17053";"GM0856";"2018JJ00";"      57";"     276";"     237";"    44.1";"     600";"     4.0";"       .";"     1.4";"    15.6"
"17079";"GM0857";"2018JJ00";"";"";"";"";"";"";"";"";""
"17105";"GM0450";"2018JJ00";"       8";"     293";"     260";"    49.5";"     130";"     2.6";"       .";"     1.2";"     1.4"
"17131";"GM0451";"2018JJ00";"     -21";"     714";"     258";"    47.0";"     460";"     3.7";"       .";"     1.5";"    11.7"
"17157";"GM0184";"2018JJ00";"     239";"     554";"     210";"    49.8";"      90";"     5.7";"       .";"     1.0";"    23.4"
"17183";"GM0344";"2018JJ00";"    5383";"    1608";"     262";"    42.6";"    4760";"    15.1";"       .";"     2.0";"     1.7"
"17209";"GM1581";"2018JJ00";"     201";"     164";"     331";"    52.1";"     580";"     3.8";"       .";"     1.1";"     4.4"
"17235";"GM0981";"2018JJ00";"     218";"     231";"     153";"    35.5";"     120";"     2.5";"       .";"     0.6";"    14.6"
"17261";"GM0283";"2018JJ00";"";"";"";"";"";"";"";"";""
"17287";"GM0619";"2018JJ00";"";"";"";"";"";"";"";"";""
"17313";"GM0994";"2018JJ00";"      39";"     223";"     200";"    41.6";"     220";"     2.9";"       .";"     0.9";"     1.5"
"17339";"GM0720";"2018JJ00";"";"";"";"";"";"";"";"";""
"17365";"GM0858";"2018JJ00";"     256";"     265";"     252";"    42.7";"     410";"     5.0";"       .";"     1.1";"    11.0"
"17391";"GM0047";"2018JJ00";"     -17";"     168";"     140";"    37.3";"     480";"     4.4";"       .";"     2.0";"     3.8"
"17417";"GM0345";"2018JJ00";"     671";"    1414";"     218";"    42.9";"     740";"    10.8";"       .";"     1.5";"     1.6"
"17443";"GM0717";"2018JJ00";"     -32";"      82";"     266";"    47.5";"     220";"     1.6";"       .";"     1.5";"    10.0"
"17469";"GM0860";"2018JJ00";"";"";"";"";"";"";"";"";""
"17495";"GM0861";"2018JJ00";"     412";"     615";"     278";"    47.3";"     670";"     6.3";"       .";"     2.7";"     6.6"
"17521";"GM0453";"2018JJ00";"     517";"     679";"     243";"    43.7";"     860";"     7.3";"       .";"     2.3";"     3.4"
"17547";"GM0454";"2018JJ00";"";"";"";"";"";"";"";"";""
"17573";"GM0983";"2018JJ00";"     411";"     377";"     188";"    38.4";"    2050";"     4.4";"       .";"     1.4";"     2.4"
"17599";"GM0984";"2018JJ00";"     -15";"     116";"     216";"    43.5";"     810";"     2.5";"       .";"     1.5";"     3.8"
"17625";"GM0862";"2018JJ00";"";"";"";"";"";"";"";"";""
"17651";"GM0620";"2018JJ00";"     477";"     215";"     229";"    46.8";"     300";"     2.5";"       .";"     1.3";"    10.5"
"17677";"GM0863";"2018JJ00";"";"";"";"";"";"";"";"";""
"17703";"GM1961";"2018JJ00";"";"";"";"";"";"";"";"";""
"17729";"GM0622";"2018JJ00";"     354";"    1490";"     169";"    38.6";"    1220";"    14.2";"       .";"     1.5";"     6.0"
"17755";"GM0048";"2018JJ00";"";"";"";"";"";"";"";"";""
"17781";"GM0132";"2018JJ00";"";"";"";"";"";"";"";"";""
"17807";"GM0347";"2018JJ00";"";"";"";"";"";"";"";"";""
"17833";"GM0096";"2018JJ00";"       6";"      14";"     260";"       .";"      10";"     1.0";"       .";"    35.4";"    34.0"
"17859";"GM0864";"2018JJ00";"";"";"";"";"";"";"";"";""
"17885";"GM0718";"2018JJ00";"    -114";"     664";"     154";"    36.7";"     730";"     6.6";"       .";"     1.2";"     3.0"
"17911";"GM0623";"2018JJ00";"";"";"";"";"";"";"";"";""
"17937";"GM0986";"2018JJ00";"      62";"     183";"     222";"    45.8";"     170";"     1.5";"       .";"     1.4";"     1.7"
"17963";"GM0624";"2018JJ00";"";"";"";"";"";"";"";"";""
"17989";"GM0625";"2018JJ00";"";"";"";"";"";"";"";"";""
"18015";"GM0626";"2018JJ00";"      26";"    1027";"     311";"    51.8";"     300";"    10.3";"       .";"     1.3";"     1.6"
"18041";"GM0285";"2018JJ00";"     107";"      85";"     275";"    47.3";"     280";"     2.5";"       .";"     0.9";"     2.6"
"18067";"GM0286";"2018JJ00";"";"";"";"";"";"";"";"";""
"18093";"GM0133";"2018JJ00";"";"";"";"";"";"";"";"";""
"18119";"GM0186";"2018JJ00";"";"";"";"";"";"";"";"";""
"18145";"GM0865";"2018JJ00";"     -22";"     340";"     345";"    54.9";"     390";"     3.7";"       .";"     1.1";"     1.7"
"18171";"GM1949";"2018JJ00";"     -62";"      74";"     154";"    39.5";"     730";"     1.7";"       .";"     1.4";"     6.3"
"18197";"GM0866";"2018JJ00";"     172";"     338";"     316";"    54.8";"     240";"     3.9";"       .";"     1.4";"     7.0"
"18223";"GM0867";"2018JJ00";"     515";"     334";"     222";"    42.0";"     750";"     6.0";"       .";"     1.6";"    15.1"
"18249";"GM0627";"2018JJ00";"     738";"     423";"     214";"    45.9";"     360";"     5.5";"       .";"     0.9";"     1.2"
"18275";"GM0289";"2018JJ00";"     362";"     565";"     231";"    40.2";"     420";"     8.7";"       .";"     1.1";"     6.6"
"18301";"GM0628";"2018JJ00";"";"";"";"";"";"";"";"";""
"18327";"GM0291";"2018JJ00";"";"";"";"";"";"";"";"";""
"18353";"GM0869";"2018JJ00";"";"";"";"";"";"";"";"";""
"18379";"GM0629";"2018JJ00";"     127";"     238";"     523";"    71.8";"     260";"     2.7";"       .";"     1.0";"     4.0"
"18405";"GM0630";"2018JJ00";"";"";"";"";"";"";"";"";""
"18431";"GM0852";"2018JJ00";"      56";"     139";"     302";"    51.6";"     200";"     1.0";"       .";"     0.8";"    11.1"
"18457";"GM0188";"2018JJ00";"";"";"";"";"";"";"";"";""
"18483";"GM0988";"2018JJ00";"     -13";"     217";"     219";"    42.4";"     820";"     8.3";"       .";"     1.4";"     2.7"
"18509";"GM0457";"2018JJ00";"     187";"     393";"     253";"    44.9";"     300";"     5.8";"       .";"     1.2";"     1.3"
"18535";"GM0292";"2018JJ00";"";"";"";"";"";"";"";"";""
"18561";"GM0870";"2018JJ00";"     316";"     107";"     237";"    47.1";"     290";"     1.8";"       .";"     2.3";"    10.6"
"18587";"GM0459";"2018JJ00";"";"";"";"";"";"";"";"";""
"18613";"GM1960";"2018JJ00";"";"";"";"";"";"";"";"";""
"18639";"GM0668";"2018JJ00";"     185";"     104";"     238";"    45.3";"     260";"     1.6";"       .";"     1.8";"    11.9"
"18665";"GM0134";"2018JJ00";"";"";"";"";"";"";"";"";""
"18691";"GM0871";"2018JJ00";"";"";"";"";"";"";"";"";""
